year,cname,cowcode,ccodewb,creation,reform,direction,increase,decrease,regional,lvau_garriga,lvaw_garriga,cuk_ceo,cuk_obj,cuk_pol,cuk_limlen,lvaw_garriga_diff
2014,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2015,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2016,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2017,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2018,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2019,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2020,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2021,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,0
2022,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,1
2023,Brunei Darussalam,835,96,0,0,0,0,0,0,0.514,0.682,0.458,0.600,0.000,1.000,1
1970,Philippines,840,608,0,0,0,0,0,0,0.423,0.419,0.645,0.400,0.268,0.380,0
1971,Philippines,840,608,0,0,0,0,0,0,0.423,0.419,0.645,0.400,0.268,0.380,0
1972,Philippines,840,608,0,1,-1,0,1,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1973,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1974,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1975,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1976,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1977,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1978,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1979,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1980,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1981,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1982,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1983,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1984,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1985,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1986,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1987,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1988,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1989,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1990,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1991,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1992,Philippines,840,608,0,0,0,0,0,0,0.448,0.398,0.645,0.600,0.268,0.278,0
1993,Philippines,840,608,0,1,1,1,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1994,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1995,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1996,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1997,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1998,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
1999,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2000,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2001,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2002,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2003,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2004,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2005,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2006,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2007,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2008,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2009,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2010,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2011,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2012,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2013,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2014,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2015,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2016,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2017,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2018,Philippines,840,608,0,0,0,0,0,0,0.685,0.634,0.645,0.800,0.750,0.545,0
2019,Philippines,840,608,0,1,-1,0,1,0,0.585,0.574,0.645,0.400,0.750,0.545,0
2020,Philippines,840,608,0,0,0,0,0,0,0.585,0.574,0.645,0.400,0.750,0.545,0
2021,Philippines,840,608,0,0,0,0,0,0,0.585,0.574,0.645,0.400,0.750,0.545,0
2022,Philippines,840,608,0,0,0,0,0,0,0.585,0.574,0.645,0.400,0.750,0.545,1
2023,Philippines,840,608,0,0,0,0,0,0,0.585,0.574,0.645,0.400,0.750,0.545,1
1970,Indonesia,850,360,0,0,0,0,0,0,0.294,0.295,0.313,0.400,0.168,0.294,0
1971,Indonesia,850,360,0,0,0,0,0,0,0.294,0.295,0.313,0.400,0.168,0.294,0
1972,Indonesia,850,360,0,1,-1,0,1,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1973,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1974,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1975,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1976,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1977,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1978,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1979,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1980,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1981,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1982,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1983,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1984,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1985,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1986,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1987,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1988,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1989,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1990,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1991,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1992,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1993,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1994,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1995,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1996,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1997,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1998,Indonesia,850,360,0,0,0,0,0,0,0.298,0.268,0.313,0.400,0.268,0.212,0
1999,Indonesia,850,360,0,1,1,1,0,0,0.927,0.942,0.708,1.000,1.000,1.000,0
2000,Indonesia,850,360,0,0,0,0,0,0,0.927,0.942,0.708,1.000,1.000,1.000,0
2001,Indonesia,850,360,0,0,0,0,0,0,0.927,0.942,0.708,1.000,1.000,1.000,0
2002,Indonesia,850,360,0,0,0,0,0,0,0.927,0.942,0.708,1.000,1.000,1.000,0
2003,Indonesia,850,360,0,0,0,0,0,0,0.927,0.942,0.708,1.000,1.000,1.000,0
2004,Indonesia,850,360,0,1,-1,0,1,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2005,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2006,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2007,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2008,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2009,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2010,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2011,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2012,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2013,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2014,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2015,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2016,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2017,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2018,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2019,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2020,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2021,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,0
2022,Indonesia,850,360,0,0,0,0,0,0,0.904,0.896,0.708,1.000,1.000,0.909,1
2023,Indonesia,850,360,0,1,-1,0,1,0,0.827,0.882,0.708,0.600,1.000,1.000,1
2001,Timor-Leste,860,626,1,1,1,1,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2002,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2003,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2004,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2005,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2006,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2007,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2008,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2009,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2010,Timor-Leste,860,626,0,0,0,0,0,0,0.387,0.271,0.645,0.800,0.083,0.019,0
2011,Timor-Leste,860,626,0,1,1,1,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2012,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2013,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2014,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2015,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2016,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2017,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2018,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2019,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2020,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2021,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,0
2022,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,1
2023,Timor-Leste,860,626,0,0,0,0,0,0,0.686,0.777,0.645,0.800,0.350,0.950,1
1970,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1971,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1972,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1973,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1974,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1975,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1976,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1977,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1978,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1979,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1980,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1981,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1982,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1983,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1984,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1985,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1986,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1987,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1988,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1989,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1990,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1991,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1992,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1993,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1994,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1995,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1996,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1997,Australia,900,36,0,0,0,0,0,0,0.372,0.347,0.645,0.400,0.183,0.262,0
1998,Australia,900,36,0,1,-1,0,1,0,0.354,0.251,0.645,0.400,0.350,0.019,1
1999,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2000,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2001,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2002,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2003,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2004,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2005,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2006,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2007,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2008,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2009,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2010,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2011,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2012,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2013,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2014,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2015,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2016,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2017,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2018,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2019,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2020,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2021,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2022,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
2023,Australia,900,36,0,0,0,0,0,0,0.354,0.251,0.645,0.400,0.350,0.019,1
1973,Papua New Guinea,910,598,1,1,1,1,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1974,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1975,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1976,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1977,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1978,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1979,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1980,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1981,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1982,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1983,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1984,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1985,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1986,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1987,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1988,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1989,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1990,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1991,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1992,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1993,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1994,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1995,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1996,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1997,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1998,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
1999,Papua New Guinea,910,598,0,0,0,0,0,0,0.423,0.409,0.583,0.400,0.350,0.360,0
2000,Papua New Guinea,910,598,0,1,1,1,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2001,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2002,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2003,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2004,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2005,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2006,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2007,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2008,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2009,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2010,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2011,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2012,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2013,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2014,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2015,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2016,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2017,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2018,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2019,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2020,Papua New Guinea,910,598,0,0,0,0,0,0,0.622,0.578,0.645,0.600,0.750,0.492,0
2021,Papua New Guinea,910,598,0,1,-1,0,1,0,0.420,0.456,0.520,0.400,0.250,0.508,0
2022,Papua New Guinea,910,598,0,0,0,0,0,0,0.420,0.456,0.520,0.400,0.250,0.508,1
2023,Papua New Guinea,910,598,0,0,0,0,0,0,0.420,0.456,0.520,0.400,0.250,0.508,1
1970,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1971,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1972,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1973,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1974,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1975,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1976,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1977,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1978,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1979,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1980,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1981,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1982,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1983,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1984,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1985,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1986,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1987,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1988,New Zealand,920,554,0,0,0,0,0,0,0.277,0.239,0.583,0.400,0.000,0.125,0
1989,New Zealand,920,554,0,1,1,1,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
1990,New Zealand,920,554,0,0,0,0,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
1991,New Zealand,920,554,0,0,0,0,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
1992,New Zealand,920,554,0,0,0,0,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
1993,New Zealand,920,554,0,0,0,0,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
1994,New Zealand,920,554,0,0,0,0,0,0,0.409,0.319,0.418,0.800,0.268,0.150,0
